junction_id	cell_line	gene_name	kd_gene	A549_log2fc_local	A549_delta_cosi	HeLa_log2fc_local	HeLa_delta_cosi	spearman_r_gtex	KD_split_reads	KD_retention_reads	KD_ctrl_split_reads	KD_ctrl_retention_reads	KD_cosi	KD_ctrl_cosi	KD_delta_cosi	KD_tpm_mean	KD_ctrl_tpm_mean	KD_log2fc_expression	postar_peak	eclip_peak
chr6_4062633_4063074_+	hela	PRPF4B	HSPD1	0.102	0.4	0.338	0.55	0.763	233	798	211	976	0.369	0.302	0.067	60.333	72.409	-0.263	>=500nt	>=500nt
chr6_4062633_4063074_+	hela	PRPF4B	KHSRP	0.102	0.4	0.338	0.55	0.917	359	511	246	429	0.584	0.534	0.05	70.462	82.105	-0.221	<=500nt	<=500nt
chr6_4062633_4063074_+	hela	PRPF4B	NUP35	0.102	0.4	0.338	0.55	0.864	305	687	238	708	0.47	0.402	0.068	79.764	90.623	-0.184	>=500nt	>=500nt
chr6_4062633_4063074_+	hela	PRPF4B	PTBP1	0.102	0.4	0.338	0.55	0.871	238	342	244	439	0.582	0.526	0.055	72.335	79.004	-0.127	<=500nt	>=500nt
chr6_4062633_4063074_+	hela	PRPF4B	PUM1	0.102	0.4	0.338	0.55	0.917	493	913	487	1419	0.519	0.407	0.112	75.241	89.779	-0.255	>=500nt	>=500nt
chr6_4062633_4063074_+	hela	PRPF4B	SF3B1	0.102	0.4	0.338	0.55	0.935	118	438	109	584	0.35	0.272	0.078	50.577	55.343	-0.13	>=500nt	>=500nt
chr6_4062633_4063074_+	hela	PRPF4B	SRSF5	0.102	0.4	0.338	0.55	0.853	218	377	312	718	0.536	0.465	0.071	73.899	93.261	-0.336	>=500nt	>=500nt
chr6_4062633_4063074_+	hela	PRPF4B	TIA1	0.102	0.4	0.338	0.55	0.932	278	379	244	439	0.595	0.526	0.068	69.208	79.004	-0.191	<=500nt	<=500nt
chr6_4062633_4063074_+	hela	PRPF4B	UTP3	0.102	0.4	0.338	0.55	0.757	57	379	44	421	0.231	0.173	0.058	51.705	64.062	-0.309	>=500nt	inside_the_intron
chr6_4062633_4063074_+	hela	PRPF4B	NOL12	0.102	0.4	0.338	0.55	0.705	534	1184	487	1419	0.474	0.407	0.067	82.938	89.779	-0.114	>=500nt	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	ASCC1	-0.29	0.34	0.742	0.25	0.827	171	294	157	350	0.538	0.473	0.065	72.535	78.358	-0.111	>=500nt	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	CIRBP	-0.29	0.34	0.742	0.25	0.812	271	352	227	411	0.606	0.525	0.081	76.033	82.105	-0.111	>=500nt	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	CPSF6	-0.29	0.34	0.742	0.25	0.966	133	226	94	229	0.541	0.451	0.09	49.887	55.343	-0.15	inside_the_intron	<=500nt
chr6_4063119_4064801_+	hela	PRPF4B	DDX19B	-0.29	0.34	0.742	0.25	0.82	239	227	196	292	0.678	0.573	0.105	59.292	69.734	-0.234	>=500nt	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	DDX47	-0.29	0.34	0.742	0.25	0.839	239	234	242	313	0.671	0.607	0.064	65.325	75.694	-0.213	>=500nt	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	DDX6	-0.29	0.34	0.742	0.25	0.925	212	284	157	350	0.599	0.473	0.126	56.195	78.358	-0.48	>=500nt	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	DNAJC2	-0.29	0.34	0.742	0.25	0.889	83	117	82	167	0.587	0.495	0.091	44.517	63.995	-0.524	>=500nt	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	DNAJC21	-0.29	0.34	0.742	0.25	0.799	75	124	82	167	0.547	0.495	0.052	48.065	63.995	-0.413	>=500nt	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	EIF2S1	-0.29	0.34	0.742	0.25	0.732	182	317	157	350	0.535	0.473	0.062	67.747	78.358	-0.21	>=500nt	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	EIF4A3	-0.29	0.34	0.742	0.25	0.8	194	318	157	350	0.55	0.473	0.077	66.363	78.358	-0.24	inside_the_intron	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	EIF4G2	-0.29	0.34	0.742	0.25	0.813	354	458	414	679	0.607	0.549	0.058	82.305	89.779	-0.125	>=500nt	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	FIP1L1	-0.29	0.34	0.742	0.25	0.877	233	331	148	265	0.585	0.528	0.057	42.204	64.349	-0.609	<=50nt	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	FMR1	-0.29	0.34	0.742	0.25	0.88	186	367	189	493	0.503	0.434	0.069	59.164	69.463	-0.232	inside_the_intron	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	FUBP1	-0.29	0.34	0.742	0.25	0.969	380	456	246	413	0.625	0.544	0.081	92.161	99.679	-0.113	>=500nt	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	GRSF1	-0.29	0.34	0.742	0.25	0.78	449	507	246	431	0.639	0.533	0.106	81.628	103.236	-0.339	>=500nt	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	HNRNPC	-0.29	0.34	0.742	0.25	0.887	147	176	134	215	0.626	0.555	0.071	56.727	75.185	-0.406	inside_the_intron	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	HNRNPD	-0.29	0.34	0.742	0.25	0.937	97	223	95	274	0.465	0.409	0.056	83.775	101.349	-0.275	inside_the_intron	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	HNRNPL	-0.29	0.34	0.742	0.25	0.928	297	327	294	524	0.645	0.529	0.116	70.751	81.765	-0.209	>=500nt	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	HNRNPUL1	-0.29	0.34	0.742	0.25	0.876	173	0	208	190	1	0.686	0.314	62.496	89.886	-0.524	>=500nt	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	KHSRP	-0.29	0.34	0.742	0.25	0.917	353	365	227	411	0.659	0.525	0.134	70.462	82.105	-0.221	inside_the_intron	inside_the_intron
chr6_4063119_4064801_+	hela	PRPF4B	METAP2	-0.29	0.34	0.742	0.25	0.809	130	217	86	203	0.545	0.459	0.086	44.791	64.95	-0.536	>=500nt	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	NCBP2	-0.29	0.34	0.742	0.25	0.867	174	287	157	350	0.548	0.473	0.075	67.789	78.358	-0.209	>=500nt	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	NIP7	-0.29	0.34	0.742	0.25	0.719	73	103	60	137	0.586	0.467	0.119	60.442	75.001	-0.311	>=500nt	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	NPM1	-0.29	0.34	0.742	0.25	0.879	151	0	208	190	1	0.686	0.314	71.228	89.886	-0.336	>=500nt	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	PPIG	-0.29	0.34	0.742	0.25	0.954	172	218	173	295	0.612	0.54	0.072	52.098	72.409	-0.475	>=500nt	inside_the_intron
chr6_4063119_4064801_+	hela	PRPF4B	PPIL4	-0.29	0.34	0.742	0.25	0.884	146	0	166	243	1	0.577	0.423	58.736	84.575	-0.526	>=500nt	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	PTBP1	-0.29	0.34	0.742	0.25	0.871	228	250	240	404	0.646	0.543	0.103	72.335	79.004	-0.127	inside_the_intron	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	PUM2	-0.29	0.34	0.742	0.25	0.897	385	472	414	679	0.62	0.549	0.071	83.405	89.779	-0.106	>=500nt	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	RPS3	-0.29	0.34	0.742	0.25	0.837	164	109	139	139	0.751	0.667	0.084	91.229	104.474	-0.196	>=500nt	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	SRSF5	-0.29	0.34	0.742	0.25	0.853	228	301	309	601	0.602	0.507	0.095	73.899	93.261	-0.336	>=500nt	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	SRSF7	-0.29	0.34	0.742	0.25	0.919	326	382	240	404	0.631	0.543	0.088	72.92	79.004	-0.116	>=500nt	inside_the_intron
chr6_4063119_4064801_+	hela	PRPF4B	SSB	-0.29	0.34	0.742	0.25	0.833	266	332	251	398	0.616	0.558	0.058	77.877	87.798	-0.173	>=500nt	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	TFIP11	-0.29	0.34	0.742	0.25	0.749	151	161	181	277	0.652	0.567	0.086	56.22	88.587	-0.656	>=500nt	>=500nt
chr6_4063119_4064801_+	hela	PRPF4B	UTP3	-0.29	0.34	0.742	0.25	0.757	40	78	47	118	0.506	0.443	0.063	51.705	64.062	-0.309	>=500nt	<=500nt
chr6_4063119_4064801_+	hela	PRPF4B	NOL12	-0.29	0.34	0.742	0.25	0.705	407	526	414	679	0.607	0.549	0.058	82.938	89.779	-0.114	>=500nt	>=500nt
chr7_158945835_158947070_+	hela	DYNC2I1	NFX1	0.251	-0.19	0.773	0.07	0.796	3	60	0	51	0.091	0	0.091	41.553	44.861	-0.111	>=500nt	>=500nt
chr7_158945835_158947070_+	hela	DYNC2I1	PUF60	0.251	-0.19	0.773	0.07	0.822	20	80	23	182	0.333	0.202	0.132	16.546	29.995	-0.858	>=500nt	>=500nt
chr7_158945835_158947070_+	hela	DYNC2I1	SRSF4	0.251	-0.19	0.773	0.07	0.793	3	61	0	51	0.09	0	0.09	33.76	44.861	-0.41	>=500nt	>=500nt
chr7_44066077_44068547_+	hela	DBNL	CKAP4	-0.695	0.34	1.344	0.11	0.788	6	14	9	29	0.462	0.383	0.079	8.133	13.128	-0.691	>=500nt	>=500nt
chrX_48003702_48034050_-	hela	ZNF630	DROSHA	1.112	-0.38	1.399	0.07	0.748	4	10	0	9	0.444	0	0.444	0.583	0.898	-0.624	>=500nt	>=500nt
chr10_119940792_119941112_+	a549	SEC23IP	CEBPZ	0.182	0.05	0.101	0.1	0.927	10	281	2	331	0.066	0.012	0.055	19.962	22.587	-0.178	>=500nt	>=500nt
chr10_119940792_119941112_+	a549	SEC23IP	CPSF6	0.182	0.05	0.101	0.1	0.905	18	414	7	1000	0.08	0.014	0.066	12.043	15.562	-0.37	<=500nt	>=500nt
chr10_119940792_119941112_+	a549	SEC23IP	ETF1	0.182	0.05	0.101	0.1	0.773	22	389	10	493	0.102	0.039	0.063	24.601	34.674	-0.495	>=500nt	>=500nt
chr10_119940792_119941112_+	a549	SEC23IP	PABPN1	0.182	0.05	0.101	0.1	0.747	8	128	8	330	0.111	0.046	0.065	12.288	13.927	-0.181	>=500nt	>=500nt
chr10_119940792_119941112_+	a549	SEC23IP	PUF60	0.182	0.05	0.101	0.1	0.816	44	717	25	1402	0.109	0.034	0.075	24.347	29.826	-0.293	>=500nt	>=500nt
chr10_119940792_119941112_+	a549	SEC23IP	RPS3	0.182	0.05	0.101	0.1	0.839	9	135	5	166	0.118	0.057	0.061	22.278	24	-0.107	>=500nt	>=500nt
chr10_49973142_49989308_+	a549	TIMM23B-AGAP6	EWSR1	0.932	0.07	0.579	0.03	0.897	11	147	0	154	0.13	0	0.13	1.102	1.825	-0.728	>=500nt	>=500nt
chr10_49973142_49989308_+	a549	TIMM23B-AGAP6	FMR1	0.932	0.07	0.579	0.03	0.812	16	85	0	92	0.274	0	0.274	0.678	0.831	-0.295	>=500nt	>=500nt
chr10_49973142_49989308_+	a549	TIMM23B-AGAP6	PRPF6	0.932	0.07	0.579	0.03	0.846	9	117	0	106	0.133	0	0.133	1.473	1.676	-0.186	>=500nt	>=500nt
chr10_49973142_49989308_+	a549	TIMM23B-AGAP6	PRPF8	0.932	0.07	0.579	0.03	0.91	11	188	0	108	0.105	0	0.105	1.705	2.28	-0.42	inside_the_intron	>=500nt
chr10_49973142_49989308_+	a549	TIMM23B-AGAP6	RECQL	0.932	0.07	0.579	0.03	0.718	6	132	0	142	0.083	0	0.083	1.593	1.959	-0.299	>=500nt	>=500nt
chr10_49973142_49989308_+	a549	TIMM23B-AGAP6	RRP9	0.932	0.07	0.579	0.03	0.835	8	159	0	108	0.091	0	0.091	0.924	2.28	-1.302	>=500nt	>=500nt
chr10_49973142_49989308_+	a549	TIMM23B-AGAP6	SNRNP200	0.932	0.07	0.579	0.03	0.906	9	71	0	94	0.202	0	0.202	0.652	0.79	-0.277	>=500nt	>=500nt
chr10_49976185_49987165_+	a549	TIMM23B-AGAP6	AGGF1	0.333	0.5	-0.7	0.26	0.772	7	44	14	171	0.241	0.141	0.101	0.692	2.473	-1.836	>=500nt	>=500nt
chr10_49976185_49987165_+	a549	TIMM23B-AGAP6	BCCIP	0.333	0.5	-0.7	0.26	0.853	11	128	0	103	0.147	0	0.147	1.57	1.941	-0.306	>=500nt	>=500nt
chr10_49976185_49987165_+	a549	TIMM23B-AGAP6	DDX3X	0.333	0.5	-0.7	0.26	0.779	8	127	0	88	0.112	0	0.112	1.133	1.366	-0.27	>=500nt	>=500nt
chr10_49976185_49987165_+	a549	TIMM23B-AGAP6	FIP1L1	0.333	0.5	-0.7	0.26	0.837	14	155	0	125	0.153	0	0.153	0.663	1.293	-0.963	>=500nt	>=500nt
chr10_49976185_49987165_+	a549	TIMM23B-AGAP6	MAK16	0.333	0.5	-0.7	0.26	0.849	9	61	14	171	0.228	0.141	0.087	1.121	2.473	-1.142	>=500nt	>=500nt
chr10_49976185_49987165_+	a549	TIMM23B-AGAP6	SRSF4	0.333	0.5	-0.7	0.26	0.878	9	64	8	82	0.22	0.163	0.056	1.724	2.214	-0.361	>=500nt	>=500nt
chr10_49976185_49987165_+	a549	TIMM23B-AGAP6	XRCC5	0.333	0.5	-0.7	0.26	0.806	12	107	0	132	0.183	0	0.183	1.427	1.676	-0.232	>=500nt	>=500nt
chr10_49987234_49988751_+	a549	TIMM23B-AGAP6	BCCIP	0.569	0.48	0.021	0.64	0.853	28	419	0	378	0.118	0	0.118	1.57	1.941	-0.306	>=500nt	>=500nt
chr10_49987234_49988751_+	a549	TIMM23B-AGAP6	BCLAF1	0.569	0.48	0.021	0.64	0.915	21	322	0	378	0.115	0	0.115	1.705	1.941	-0.187	>=500nt	>=500nt
chr10_49987234_49988751_+	a549	TIMM23B-AGAP6	CSTF2	0.569	0.48	0.021	0.64	0.805	13	206	0	378	0.112	0	0.112	1.319	1.941	-0.557	>=500nt	>=500nt
chr10_49987234_49988751_+	a549	TIMM23B-AGAP6	DDX52	0.569	0.48	0.021	0.64	0.793	24	330	0	266	0.127	0	0.127	1.602	1.912	-0.255	>=500nt	>=500nt
chr10_49987234_49988751_+	a549	TIMM23B-AGAP6	EFTUD2	0.569	0.48	0.021	0.64	0.761	10	353	0	266	0.054	0	0.054	1.468	1.912	-0.381	>=500nt	>=500nt
chr10_49987234_49988751_+	a549	TIMM23B-AGAP6	EIF3D	0.569	0.48	0.021	0.64	0.741	29	348	0	266	0.143	0	0.143	1.381	1.912	-0.469	>=500nt	>=500nt
chr10_49987234_49988751_+	a549	TIMM23B-AGAP6	EWSR1	0.569	0.48	0.021	0.64	0.897	16	290	8	329	0.099	0.046	0.053	1.102	1.825	-0.728	>=500nt	>=500nt
chr10_49987234_49988751_+	a549	TIMM23B-AGAP6	HNRNPA0	0.569	0.48	0.021	0.64	0.84	18	454	0	423	0.073	0	0.073	1.061	1.191	-0.166	>=500nt	>=500nt
chr10_49987234_49988751_+	a549	TIMM23B-AGAP6	HNRNPF	0.569	0.48	0.021	0.64	0.726	19	306	0	319	0.11	0	0.11	1.096	1.208	-0.139	>=500nt	>=500nt
chr10_49987234_49988751_+	a549	TIMM23B-AGAP6	NONO	0.569	0.48	0.021	0.64	0.87	19	242	0	324	0.136	0	0.136	1.139	2.28	-1.001	>=500nt	>=500nt
chr10_49987234_49988751_+	a549	TIMM23B-AGAP6	PHF6	0.569	0.48	0.021	0.64	0.799	21	393	0	307	0.097	0	0.097	0.864	1.112	-0.365	>=500nt	>=500nt
chr10_49987234_49988751_+	a549	TIMM23B-AGAP6	PPIL4	0.569	0.48	0.021	0.64	0.843	13	370	0	420	0.066	0	0.066	0.596	1.038	-0.799	>=500nt	>=500nt
chr10_49987234_49988751_+	a549	TIMM23B-AGAP6	RCC2	0.569	0.48	0.021	0.64	0.734	14	283	0	307	0.09	0	0.09	0.907	1.112	-0.293	>=500nt	>=500nt
chr10_49987234_49988751_+	a549	TIMM23B-AGAP6	RPS10	0.569	0.48	0.021	0.64	0.787	14	326	0	305	0.079	0	0.079	1.563	1.988	-0.346	>=500nt	>=500nt
chr10_49987234_49988751_+	a549	TIMM23B-AGAP6	RTF1	0.569	0.48	0.021	0.64	0.795	20	344	0	409	0.104	0	0.104	1.502	1.676	-0.158	>=500nt	>=500nt
chr10_49987234_49988751_+	a549	TIMM23B-AGAP6	SART3	0.569	0.48	0.021	0.64	0.894	24	451	0	423	0.096	0	0.096	0.823	1.191	-0.533	>=500nt	>=500nt
chr10_49987234_49988751_+	a549	TIMM23B-AGAP6	SMN1	0.569	0.48	0.021	0.64	0.882	16	425	0	420	0.07	0	0.07	0.809	1.038	-0.36	>=500nt	>=500nt
chr10_49987234_49988751_+	a549	TIMM23B-AGAP6	SRFBP1	0.569	0.48	0.021	0.64	0.789	24	388	0	382	0.11	0	0.11	1.139	1.292	-0.182	>=500nt	>=500nt
chr10_49987234_49988751_+	a549	TIMM23B-AGAP6	STIP1	0.569	0.48	0.021	0.64	0.756	16	372	0	423	0.079	0	0.079	0.973	1.191	-0.292	>=500nt	>=500nt
chr10_49987234_49988751_+	a549	TIMM23B-AGAP6	SUPV3L1	0.569	0.48	0.021	0.64	0.861	11	343	0	324	0.06	0	0.06	1.743	2.28	-0.387	<=50nt	>=500nt
chr10_49987234_49988751_+	a549	TIMM23B-AGAP6	TIAL1	0.569	0.48	0.021	0.64	0.9	11	259	0	319	0.078	0	0.078	0.995	1.208	-0.279	>=500nt	>=500nt
chr10_49987234_49988751_+	a549	TIMM23B-AGAP6	XRN2	0.569	0.48	0.021	0.64	0.784	19	366	0	324	0.094	0	0.094	1.142	2.28	-0.997	>=500nt	>=500nt
chr10_49987234_49988751_+	a549	TIMM23B-AGAP6	ZRANB2	0.569	0.48	0.021	0.64	0.926	17	352	0	409	0.088	0	0.088	1.326	1.676	-0.338	>=500nt	>=500nt
chr10_49987234_49988751_+	a549	TIMM23B-AGAP6	EEF2	0.569	0.48	0.021	0.64	0.712	24	456	0	266	0.095	0	0.095	1.568	1.912	-0.286	>=500nt	>=500nt
chr10_49987234_49989308_+	a549	TIMM23B-AGAP6	SNRNP70	0.421	0.34	-0.737	0.22	0.824	3	66	0	98	0.083	0	0.083	0.401	0.582	-0.536	>=500nt	>=500nt
chr12_27032230_27032650_+	a549	MED21	DDX19B	2.503	0.22	-0.57	-0.04	0.786	29	109	28	166	0.347	0.252	0.095	16.859	20.062	-0.251	>=500nt	>=500nt
chr12_2836956_2840842_+	a549	ITFG2	NSUN2	0.272	0.24	-0.08	0.21	0.818	11	10	5	25	0.688	0.286	0.402	2.441	3.412	-0.483	>=500nt	>=500nt
chr12_2836956_2840842_+	a549	ITFG2	PPIG	0.272	0.24	-0.08	0.21	0.844	16	0	28	27	1	0.675	0.325	4.919	5.521	-0.166	>=500nt	>=500nt
chr12_2836956_2840842_+	a549	ITFG2	RPL23A	0.272	0.24	-0.08	0.21	0.743	8	0	4	23	1	0.258	0.742	6.596	7.347	-0.155	>=500nt	>=500nt
chr12_2836956_2840842_+	a549	ITFG2	SAFB2	0.272	0.24	-0.08	0.21	0.878	12	0	11	43	1	0.338	0.662	6.371	7.213	-0.179	>=500nt	>=500nt
chr12_2836956_2840842_+	a549	ITFG2	SRSF3	0.272	0.24	-0.08	0.21	0.812	10	0	5	25	1	0.286	0.714	2.48	3.412	-0.461	>=500nt	>=500nt
chr14_59459004_59460972_-	a549	GPR135	AGGF1	0.739	0.08	-0.305	0.21	0.747	10	0	57	27	1	0.809	0.191	1.459	4.668	-1.678	>=500nt	>=500nt
chr14_59459004_59460972_-	a549	GPR135	DROSHA	0.739	0.08	-0.305	0.21	0.824	20	0	43	14	1	0.86	0.14	2.286	3.591	-0.652	>=500nt	>=500nt
chr14_59459004_59460972_-	a549	GPR135	HNRNPLL	0.739	0.08	-0.305	0.21	0.869	18	0	30	10	1	0.857	0.143	0.966	1.595	-0.723	>=500nt	>=500nt
chr14_59459004_59460972_-	a549	GPR135	PPP1R8	0.739	0.08	-0.305	0.21	0.774	18	0	43	14	1	0.86	0.14	1.926	3.591	-0.899	>=500nt	>=500nt
chr14_59459004_59460972_-	a549	GPR135	PABPN1	0.739	0.08	-0.305	0.21	0.712	5	0	43	14	1	0.86	0.14	0.887	3.591	-2.018	>=500nt	>=500nt
chr14_59459004_59460972_-	a549	GPR135	SRSF3	0.739	0.08	-0.305	0.21	0.706	25	0	30	10	1	0.857	0.143	1	1.595	-0.673	>=500nt	>=500nt
chr15_66547929_66548351_+	a549	ZWILCH	AGGF1	0.955	0.33	-0.06	0.61	0.856	7	0	7	11	1	0.56	0.44	21.849	30.27	-0.47	>=500nt	>=500nt
chr15_66547929_66548351_+	a549	ZWILCH	PUM2	0.955	0.33	-0.06	0.61	0.777	17	0	26	34	1	0.605	0.395	30.573	35.732	-0.225	>=500nt	>=500nt
chr15_66547929_66548351_+	a549	ZWILCH	SRSF5	0.955	0.33	-0.06	0.61	0.707	17	0	21	27	1	0.609	0.391	24.726	36.787	-0.573	>=500nt	>=500nt
chr16_23523417_23523511_-	a549	EARS2	CEBPZ	0.161	0.06	-1.055	0.2	0.792	17	159	9	227	0.176	0.073	0.103	15.662	17.818	-0.186	>=500nt	>=500nt
chr16_23523417_23523511_-	a549	EARS2	DDX51	0.161	0.06	-1.055	0.2	0.773	31	245	20	230	0.202	0.148	0.054	28.897	31.107	-0.106	>=500nt	>=500nt
chr16_23523417_23523511_-	a549	EARS2	DDX6	0.161	0.06	-1.055	0.2	0.751	43	368	22	502	0.189	0.081	0.109	20.004	25.553	-0.353	>=500nt	>=500nt
chr16_23523417_23523511_-	a549	EARS2	GRWD1	0.161	0.06	-1.055	0.2	0.781	26	429	11	497	0.108	0.042	0.066	24.18	28.064	-0.215	>=500nt	>=500nt
chr16_23523417_23523511_-	a549	EARS2	HNRNPA1	0.161	0.06	-1.055	0.2	0.748	45	506	36	646	0.151	0.1	0.051	27.133	31.911	-0.234	<=500nt	>=500nt
chr16_23523417_23523511_-	a549	EARS2	HNRNPC	0.161	0.06	-1.055	0.2	0.726	43	308	13	490	0.218	0.05	0.168	20.642	28.255	-0.453	<=100nt	>=500nt
chr16_23523417_23523511_-	a549	EARS2	HNRNPL	0.161	0.06	-1.055	0.2	0.795	46	464	41	802	0.165	0.093	0.073	21.393	25.389	-0.247	>=500nt	>=500nt
chr16_23523417_23523511_-	a549	EARS2	PHF6	0.161	0.06	-1.055	0.2	0.807	27	497	11	497	0.098	0.042	0.056	21.508	28.064	-0.384	>=500nt	>=500nt
chr16_23523417_23523511_-	a549	EARS2	RRP9	0.161	0.06	-1.055	0.2	0.817	46	424	39	570	0.178	0.12	0.058	29.777	34.611	-0.217	>=500nt	>=500nt
chr16_23523417_23523511_-	a549	EARS2	TIAL1	0.161	0.06	-1.055	0.2	0.763	17	245	13	490	0.122	0.05	0.071	22.198	28.255	-0.348	>=500nt	>=500nt
chr16_23523417_23523511_-	a549	EARS2	PTBP1	0.161	0.06	-1.055	0.2	0.708	70	172	36	595	0.449	0.108	0.341	17.534	23.494	-0.422	inside_the_intron	>=500nt
chr16_23523417_23523511_-	a549	EARS2	RCC2	0.161	0.06	-1.055	0.2	0.702	28	292	11	497	0.161	0.042	0.119	17.94	28.064	-0.646	>=500nt	>=500nt
chr16_3485083_3485467_+	a549	NAA60	DDX5	0.525	0.05	-0.302	0.23	0.814	21	24	17	25	0.636	0.576	0.06	12.535	14.84	-0.244	>=500nt	>=500nt
chr16_3485083_3485467_+	a549	NAA60	DHX30	0.525	0.05	-0.302	0.23	0.765	23	0	24	29	1	0.623	0.377	11.853	12.776	-0.108	>=500nt	>=500nt
chr16_3485083_3485467_+	a549	NAA60	ZRANB2	0.525	0.05	-0.302	0.23	0.757	30	0	28	35	1	0.615	0.385	11.637	12.824	-0.14	>=500nt	>=500nt
chr16_4804148_4804522_-	a549	GLYR1	AATF	0.334	0.15	-0.034	0.15	0.764	87	429	86	560	0.289	0.235	0.054	52.005	72.848	-0.486	>=500nt	>=500nt
chr16_4804148_4804522_-	a549	GLYR1	ADAR	0.334	0.15	-0.034	0.15	0.809	103	445	70	435	0.316	0.243	0.073	59.456	72.891	-0.294	>=500nt	>=500nt
chr16_4804148_4804522_-	a549	GLYR1	DKC1	0.334	0.15	-0.034	0.15	0.726	209	761	173	880	0.355	0.282	0.072	59.191	63.781	-0.108	>=500nt	>=500nt
chr16_4804148_4804522_-	a549	GLYR1	GLRX3	0.334	0.15	-0.034	0.15	0.744	54	419	45	596	0.205	0.131	0.074	82.565	89.102	-0.11	>=500nt	>=500nt
chr16_4804148_4804522_-	a549	GLYR1	GRSF1	0.334	0.15	-0.034	0.15	0.778	245	1312	79	712	0.272	0.182	0.09	69.483	79.787	-0.199	>=500nt	>=500nt
chr16_4804148_4804522_-	a549	GLYR1	GTF2F1	0.334	0.15	-0.034	0.15	0.885	101	512	83	607	0.283	0.215	0.068	63.834	74.417	-0.221	>=500nt	>=500nt
chr16_4804148_4804522_-	a549	GLYR1	HNRNPD	0.334	0.15	-0.034	0.15	0.779	33	98	26	101	0.402	0.34	0.063	35.081	38.772	-0.144	>=500nt	>=500nt
chr16_4804148_4804522_-	a549	GLYR1	NFX1	0.334	0.15	-0.034	0.15	0.808	73	385	60	439	0.275	0.215	0.06	90.787	99.942	-0.139	>=500nt	>=500nt
chr16_4804148_4804522_-	a549	GLYR1	PA2G4	0.334	0.15	-0.034	0.15	0.716	108	508	49	393	0.298	0.2	0.099	65.114	76.174	-0.226	>=500nt	>=500nt
chr16_4804148_4804522_-	a549	GLYR1	PABPN1	0.334	0.15	-0.034	0.15	0.808	66	320	52	361	0.292	0.224	0.068	56.716	77.475	-0.45	>=500nt	>=500nt
chr16_4804148_4804522_-	a549	GLYR1	PHF6	0.334	0.15	-0.034	0.15	0.758	89	494	55	475	0.265	0.188	0.077	59.003	68.082	-0.206	>=500nt	>=500nt
chr16_4804148_4804522_-	a549	GLYR1	PPP1R8	0.334	0.15	-0.034	0.15	0.831	95	386	52	361	0.33	0.224	0.106	61.839	77.475	-0.325	>=500nt	>=500nt
chr16_4804148_4804522_-	a549	GLYR1	SRSF4	0.334	0.15	-0.034	0.15	0.806	73	355	60	439	0.291	0.215	0.077	82.132	99.942	-0.283	>=500nt	>=500nt
chr16_4804148_4804522_-	a549	GLYR1	TAF15	0.334	0.15	-0.034	0.15	0.864	51	147	72	351	0.41	0.291	0.119	43.263	51.752	-0.258	>=500nt	>=500nt
chr16_4804148_4804522_-	a549	GLYR1	U2AF1	0.334	0.15	-0.034	0.15	0.801	43	0	60	370	1	0.245	0.755	39.599	53.742	-0.441	>=500nt	>=500nt
chr16_4804148_4804522_-	a549	GLYR1	XRCC5	0.334	0.15	-0.034	0.15	0.799	107	564	83	607	0.275	0.215	0.06	66.491	74.417	-0.162	>=500nt	>=500nt
chr16_4804148_4804522_-	a549	GLYR1	ETF1	0.334	0.15	-0.034	0.15	0.712	81	356	63	397	0.313	0.241	0.072	43.219	52.15	-0.271	>=500nt	>=500nt
chr16_8853636_8854264_+	a549	PMM2	SRSF3	1.042	0.26	0.012	0.01	0.748	5	10	0	11	0.5	0	0.5	7.869	9.31	-0.243	>=500nt	>=500nt
